College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
Gopal Narayan Singh University ,Bihar,Management,"1,20,000","60,000",8.5,8.6,8.6,8.2,8.9,8.1,8.4
Indian Institute of Business Management ,Bihar,Management,"60,500","1,61,667",5.8,7,4.7,6,5.7,6.3,5.3
Chandragupt Institute of Management ,Bihar,Management,"4,00,000",--,8.4,8.5,8.5,8.4,8.7,8.4,7.8
Development Management Institute ,Bihar,Management,"6,00,000",--,8.3,8,7.8,8.4,8,8.8,8.6
"L. N. Mishra College of Business Management, ",Bihar,Management,"1,28,000","2,07,000",7.2,8.2,6.1,7.9,7.6,6.7,6.9
DNS Regional Institute of Cooperative Management ,Bihar,Management,--,--,--,--,--,--,--,--,--
"Dr. Rajendra Prasad Central Agricultural University, Samastipur ",Bihar,Management,"92,550",--,7.1,7.5,7.1,7.6,7.6,6.3,6.4
"Gaya College, Gaya ",Bihar,Management,"16,000","1,00,000",7.1,7.8,6,7.8,7.7,5.6,7.8
Ram Krishna Dwarika College ,Bihar,Management,"11,250",--,6.9,7.8,6.1,7.7,7,5.1,7.6
"Magadh Mahila College, Patna ",Bihar,Management,"21,880",--,7.8,8.5,7.3,9,8,6.1,7.8
Anugrah Narayan College ,Bihar,Management,"30,000","80,000",6.8,7.5,5.4,7.5,7.7,5.5,7.4
Magadh University ,Bihar,Management,"1,60,000","61,200",6,7.1,5,6.9,6.4,4.7,5.8
"Vanijya Mahavidhyalaya, Patna ",Bihar,Management,--,--,--,--,--,--,--,--,--
Patna Women's College ,Bihar,Management,--,--,7.8,8.3,7.3,8.2,8.6,6.2,8.1
"College of Commerce, Arts & Science, Patna ",Bihar,Management,--,--,6.9,7.9,4.7,8.1,7.6,5.6,7.3
Patna University ,Bihar,Management,"18,000","9,000",7,7.6,6.2,8.2,7.3,5.1,7.4
"Patna College, Patna ",Bihar,Management,"15,000",--,6.3,7.5,5.3,7.3,6.5,4.6,6.4
Nalanda Open University ,Bihar,Management,"5,500","6,600",7.3,9,5.8,8.3,7.2,5.4,7.8
"St Xavier's College of Management and Technology, ",Bihar,Management,"72,000",--,8.3,8.8,7.6,8.7,8.4,7.4,8.9
"MATS University, Raipur ",Chhattisgarh,Management,"1,55,000","1,15,000",7.4,7.4,7,7.8,7.4,7.2,7.4
"Disha College of Management Studies- [DCMS], Raipur ",Chhattisgarh,Management,--,--,8,8,8,8.3,8.3,7.3,8
Shivalik Institute of Management Education and Research ,Chhattisgarh,Management,"90,000",--,8.6,9.5,6.5,9.5,7,9.5,9.5
MATS School of Management Studies and Research ,Chhattisgarh,Management,"60,000","1,75,000",8,8.4,7.3,7.7,8.1,8.3,8
Indira Gandhi Krishi Vishwavidyalaya ,Chhattisgarh,Management,"57,780",--,7.5,7.6,7.3,8.3,7.1,6.8,7.6
"Mahant Laxminarayan Das College, Raipur ",Chhattisgarh,Management,--,--,6.6,7,4,7.5,7,7,7
Pt. Ravishankar Shukla University ,Chhattisgarh,Management,"16,530","19,050",6.1,7,4.8,6.8,6.8,4.1,6.8
"Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya, Raipur ",Chhattisgarh,Management,"20,400","18,700",7,7.3,7,7,7,6.3,7.3
Maharishi University of Management and Technology Bilaspur ,Chhattisgarh,Management,"14,000","45,500",6.4,7.5,7,6,7.5,5.3,5
XLRI ,Jharkhand,Management,"20,95,000","9,50,000",9.1,9.1,8.9,9.2,9.2,9.2,8.8
Xavier Institute of Social Service ,Jharkhand,Management,"8,00,000",--,8,8.4,7.2,8.2,6.8,8.3,8.8
"AISECT University, Hazaribagh ",Jharkhand,Management,"16,000","22,000",9.9,--,--,--,--,--,--
"Institute of Management Studies, Ranchi University ",Jharkhand,Management,"40,000","60,000",8.1,8.6,6.8,8.6,7.8,8,8.8
"ICFAI University, Ranchi ",Jharkhand,Management,"80,000","1,35,000",7.2,7.8,6.1,8.6,6.4,6.7,7.4
Institute of Science and Management ,Jharkhand,Management,--,--,8.5,8.8,7.5,8.8,9.2,8.2,8.5
Jain Institute of Management & Entrepreneurship ,Jharkhand,Management,"1,40,000",--,--,--,--,--,--,--,--
"Coxtan Administrative & Management College, Dhanbad ",Jharkhand,Management,"22,000","30,000",--,--,--,--,--,--,--
Nilai Institute of Management ,Jharkhand,Management,"32,000",--,--,--,--,--,--,--,--
"S.N. Sinha Institute of Business Manangement, Ranchi ",Jharkhand,Management,"5,76,000","5,76,000",--,--,--,--,--,--,--
Kejriwal Institute of Management & Development Studies ,Jharkhand,Management,"4,72,000",--,9,9,9.5,8,9.8,9.5,8
Birsa Agricultural University ,Jharkhand,Management,"14,300",--,7.3,7.6,8.3,7.2,7.6,5,8.3
"Ranchi University, Ranchi ",Jharkhand,Management,"2,850","30,000",7.5,7.9,6.8,8,8.3,6.2,7.8
Central University of Jharkhand ,Jharkhand,Management,"28,640","23,720",7.5,8.3,7.5,8.5,7.2,5.3,8.1
"Ranchi Women's College, Ranchi ",Jharkhand,Management,"14,150",--,7.4,8,7,8.1,7.1,6.9,7.5
"Faculty of Management Sciences and Liberal Arts, ",Himachal pradesh,Management,"94,556","2,56,540",8.9,8.4,8.3,9.3,8.9,9,9.5
Himachal Pradesh University Business School ,Himachal pradesh,Management,"7,100","39,600",8.1,8.4,7.7,8.3,8,8.1,8.1
"Himalayan Institute of Management, Sirmaur ",Himachal pradesh,Management,"40,000","72,700",--,--,--,--,--,--,--
Abhilashi Institute of Management Studies ,Himachal pradesh,Management,"81,700",--,--,--,--,--,--,--,--
"LR Institute of Management, Solan ",Himachal pradesh,Management,"71,000",--,--,--,--,--,--,--,--
Arni School of Hospitality and Tourism Management ,Himachal pradesh,Management,--,--,--,--,--,--,--,--,--
"Akal College of Economics, Commerce and Management, ",Himachal pradesh,Management,"45,000","1,25,000",--,--,--,--,--,--,--
"St Bede's College, Shimla ",Himachal pradesh,Management,"43,350",--,7.9,8.3,8.3,7.7,8.5,7.1,7.6
Dr YS Parmar University of Horticulture and ,Himachal pradesh,Management,"70,200",--,7.9,8.6,8.5,8.4,8.1,5.3,8.2
Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya ,Himachal pradesh,Management,"35,040",--,8.7,9.2,8.4,8.7,8.8,8.4,8.7
The Business School University of Jammu ,Jammu,Management,"57,049",--,8,9,8.7,9,8.8,7.2,5
"University of Jammu, Jammu ",Jammu,Management,"78,071",--,6.6,7.5,6.8,7.4,7.6,4.9,5.6
Model Institute of Engineering and Technology ,Jammu,Management,"58,500","78,080",7.7,8.1,6.8,8.1,8,7.2,8
"Priyadarshini Institute of Management and Science, Jammu ",Jammu,Management,--,--,8.8,9.3,--,--,9,8,--
School of Agri Business Management ,Jammu,Management,"93,100",--,--,--,--,--,--,--,--
Baldev Institute of Management Technology and Sciences ,Jammu,Management,--,--,--,--,--,--,--,--,--
"Government College for Women, Srinagar ",Jammu,Management,"6,832","10,000",6.8,7,7,7,8,3.5,8.5
"Government MAM College, Jammu ",Jammu,Management,"9,268",--,7.1,7.4,6.3,8.3,7,5.1,8.4
"Government Degree College, Kathua ",Jammu,Management,--,--,6.3,7,6.1,7.3,6.4,4.9,6.3
Sri Pratap Memorial Rajput College of Commerce ,Jammu,Management,"9,545",--,6.9,7.6,6.2,8.1,5.6,5.7,8.2
"SEM College, Budgam ",Jammu,Management,--,--,--,--,--,--,--,--,--
"Gandhi Memorial College, Srinagar ",Jammu,Management,--,--,5.6,6.7,4.4,7.9,5.7,3.3,5.6
"Government Degree College, Baramulla ",Jammu,Management,"6,644",--,7.4,8.2,6.4,8.4,8,6.3,7.3
Government Degree College ,Jammu,Management,--,--,7.2,8.4,5.4,8.4,8.4,4.7,7.9
"Islamia College of Science and Commerce, Srinagar ",Jammu,Management,"16,500","8,470",7.3,8.1,7.2,7.8,7.7,5.7,7.5
"Directorate of Distance Education, University of Jammu, ",Jammu,Management,"7,335",--,7.4,8,6.6,8.4,7.6,6.4,7.6
Institute of Technology and Future Management Trends ,Chandigarh,Management,"91,050","1,27,450",7,6.8,7.3,6.6,7,6.6,7.4
"Dev Samaj College for Women, Chandigarh ",Chandigarh,Management,"32,450",--,8.3,8.3,8.7,9.4,8.3,6.5,8.4
International Institute of Fashion Technology ,Chandigarh,Management,"2,34,500",--,8.7,9.3,8.7,9,9,8,8.3
Indira Gandhi Institute of Aeronautics ,Chandigarh,Management,--,--,8.8,--,--,--,--,--,--
Shivalik Institute of Paramedical Technology ,Chandigarh,Management,"60,000",--,7.7,8.5,7.3,7.8,7.3,7.3,7.8
"Government College of Commerce and Business Administration, ",Chandigarh,Management,"89,186",--,8.2,8.9,6.7,8.8,8.7,7.4,8.9
"Bhavik College of Management and Information Technology, ",Chandigarh,Management,--,--,--,--,--,--,--,--,--
"UEI Global, Chandigarh ",Chandigarh,Management,"1,10,000","3,01,550",8.3,8.2,8.3,8.3,8.5,8.5,8.2
Indian Institute of Fashion & Design ,Chandigarh,Management,"1,55,000",--,8.4,8,8.4,8.7,8.3,8.6,8.4
"University School of Open Learning, Panjab University ",Chandigarh,Management,"33,130","11,000",7.8,8.6,6.5,8.6,7.9,7.2,8.2
"Mangaldai Law College, Marigaon ",Assam,Science,--,--,--,--,--,--,--,--,--
Dibrugarh Hanumanbux Surajmal Kanoi College ,Assam,Science,--,--,8,8.6,7.5,8.8,9.2,5.3,8.5
Arya Vidyapeeth College ,Assam,Science,"6,370","40,000",7.1,7.7,6.5,8.7,7,5,7.4
"Handique Girls College, Guwahati ",Assam,Science,"12,900",--,7.8,8.7,7,8.5,8.2,6.2,8.1
Anandaram Dhekial Phookan College ,Assam,Science,"24,670",--,8.2,9,7.2,8.8,9.2,6.2,8.6
Baosi Banikanta Kakati College ,Assam,Science,--,--,8.7,9,9,--,--,--,--
"BH College, Barpeta ",Assam,Science,--,--,7.2,7.7,6.6,8.4,7.9,4.4,7.9
"Bimala Prasad Chaliha College, Kamrup ",Assam,Science,--,--,--,--,--,--,--,--,--
Indira Gandhi Institute of Medical Sciences ,Bihar,Science,"48,000","20,000",8.7,8.8,8.6,8.3,8.7,9.3,8.3
"T.N.B. College, Bhagalpur ",Bihar,Science,"1,194",--,6.9,7.6,6.5,8.1,7,4.2,7.9
Bihar Agricultural University ,Bihar,Science,"13,200","12,970",8.3,8.5,7.8,8.6,8.4,8.2,8.4
"Maltidhari College, Patna ",Bihar,Science,"12,333",--,8.3,9,9,7,8,7,--
"Tirhut College of Agriculture, Muzaffarpur ",Bihar,Science,"25,010",--,5.6,7,6,5.7,4.7,5.7,4.3
Ram Lakhan Singh Yadav College ,Bihar,Science,--,--,--,--,--,--,--,--,--
"Bihar National College, Patna ",Bihar,Science,--,--,6.3,7.7,5.6,7.6,5.8,4.3,6.9
"Al-Karim University, Katihar ",Bihar,Science,--,--,--,--,--,--,--,--,--
Anugrah Memorial College ,Bihar,Science,"2,525",--,6.4,7.3,4,9,8,4.3,5.7
Anugrah Narayan Singh College ,Bihar,Science,--,--,5.8,5,5,6,7.5,5,6
Government Jamuna Prasad Verma Post Graduate Arts ,Chhattisgarh,Science,"1,365",--,5.3,6,3,8,5,3,7
"RMD College of Agriculture and Research Station, ",Chhattisgarh,Science,--,--,--,--,--,--,--,--,--
Chhattisgarh Kamdhenu Vishwavidyalaya ,Chhattisgarh,Science,--,--,6.8,7,6.5,7,7,6,7
"Government Mahaprabhu Vallabhacharya Post Graduate College, Mahasamund ",Chhattisgarh,Science,"1,111","1,231",--,--,--,--,--,--,--
"Rungta Group of Institutions Bhilai Campus, Bhilai ",Chhattisgarh,Science,"12,000","28,000",8.6,9.1,8.7,7.9,9.2,9.1,7.6
Kruti Institute of Technology and Engineering ,Chhattisgarh,Science,--,--,7.9,8.3,7.7,8.3,9.5,6.5,7.3
"ISBM University, Raipur ",Chhattisgarh,Science,"19,900","30,900",--,--,--,--,--,--,--
Rungta College of Science and Technology ,Chhattisgarh,Science,"15,000","25,000",7.8,7.6,7.6,7.8,8.2,7.6,7.7
"Rungta Group of Institutions Raipur Campus, Raipur ",Chhattisgarh,Science,"21,000",--,8.7,9,8,8,9,9,9
Central Institute of Psychiatry ,Jharkhand,Science,--,--,6.3,--,--,7,--,4.5,7.5
"Nirmala College, Ranchi ",Jharkhand,Science,"21,000",--,8.5,9.2,8.1,8.9,8.7,7.3,8.8
Nilamber Pitamber University ,Jharkhand,Science,--,--,8.5,9,7.7,8.6,8.7,8.3,8.6
Doranda College ,Jharkhand,Science,"1,108",--,6.3,6.8,5.3,7.3,6.7,5,6.5
"Marwari College, Ranchi ",Jharkhand,Science,"4,035","40,750",6.9,8.1,5.2,7.9,6.8,6.9,6.7
Ramchandra Chandravansi University ,Jharkhand,Science,"6,000",--,5.7,7,--,--,6,4,--
"Annada College, Hazaribagh ",Jharkhand,Science,"5,000",--,6.9,8.1,5.3,7.4,7.3,6.2,7.2
"B.S.K. College, Barharwa, Sahibganj ",Jharkhand,Science,--,--,6.8,8.2,5.8,8.3,7,4.2,7.5
"Shoolini University, Solan ",Himachal pradesh,Science,"1,51,500","89,486",8.3,8.4,7.6,8.4,8.6,8.3,8.7
"Akal College of Engineering and Technology, Sirmaur ",Himachal pradesh,Science,"40,000","65,000",--,--,--,--,--,--,--
"Faculty of Applied Sciences and Biotechnology, Shoolini ",Himachal pradesh,Science,"89,486","1,29,886",8.4,8.3,8.5,--,8.7,8,--
Baba Balak Nath Post Graduate College ,Himachal pradesh,Science,"2,955",--,8,--,--,--,--,--,--
"GGDSD College, Palampur ",Himachal pradesh,Science,"16,150",--,--,--,--,--,--,--,--
"Government Post Graduate College, Una ",Himachal pradesh,Science,"2,939",--,8.6,9,8.3,8.3,9.5,7.5,8.7
Central Institute of Temperate Horticultural ,Jammu,Science,--,--,--,--,--,--,--,--,--
"Government Degree College, Srinagar ",Jammu,Science,--,--,7.1,7.7,6.9,7.6,7,5.7,7.8
"Amar Singh Government Degree College, Srinagar ",Jammu,Science,--,--,7.1,8.2,6.2,8.6,7.6,5.2,6.9
Government College for Women ,Jammu,Science,"32,760",--,7.5,8.6,7.8,8.4,8.2,3.7,8.1
"Government Degree College, Jammu ",Jammu,Science,"7,430",--,7,8,6.3,7.8,8,4.1,7.8
"Government Degree College for Boys, Anantnag ",Jammu,Science,--,--,6.1,6.9,5.1,6.6,6.9,4.6,6.2
"Government Degree College for Women, Anantnag ",Jammu,Science,"2,780",--,8,9,6,9,9,7,8
"Swami Vishwatamanand Saraswati Degree College, Rajauri ",Jammu,Science,--,--,8.8,8,9,9,9,9,9
"Government Degree College, Doda ",Jammu,Science,--,--,6.7,--,--,--,--,--,--
Sher-i-Kashmir Institute of Medical Sciences ,Jammu,Science,"67,000",--,6.6,8,4.7,6.3,6.8,8,5.7
Sant Rocha Singh Degree College ,Jammu,Science,--,--,--,--,--,--,--,--,--
Bhargava Degree College ,Jammu,Science,--,--,--,--,--,--,--,--,--
"Guru Gobind Singh College for Women, Chandigarh ",Chandigarh,Science,"81,574",--,6.5,7.5,5.5,8.3,6,3.7,8
Indian National Portage Association ,Chandigarh,Science,"2,000",--,--,--,--,--,--,--,--
Inter National Institute of Fashion Design ,Chandigarh,Science,"21,000",--,7.4,7.5,5.7,8.5,6,7.8,8.6
"Anovus Institute of Clinical Research, Chandigarh ",Chandigarh,Science,--,--,--,--,--,--,--,--,--
"Bagadhar Barahma Kishan College, Baksa ",Assam,Commerce,"2,300",--,--,--,--,--,--,--,--
"Barpeta Girls College, Barpeta ",Assam,Commerce,"5,660",--,--,--,--,--,--,--,--
Bhawanipur Hastinapur Bijni College ,Assam,Commerce,"5,000",--,9.2,--,--,--,--,--,--
"Bhola Nath College, Dhubri ",Assam,Commerce,"9,480",--,7.3,8.5,6,8,8,5,8.5
"Bihpuria College, Lakhimpur ",Assam,Commerce,"5,540",--,7.5,8,7.5,8.7,7.5,6,7
"Biswanath College, Sonitpur ",Assam,Commerce,"12,260",--,8.2,9.8,8.3,--,--,--,--
"Bongaigaon College, Bongaigaon ",Assam,Commerce,--,--,8.2,8.5,8,8.6,7.8,7.9,8.3
"Cachar College, Silchar ",Assam,Commerce,"11,080",--,7.6,8.1,6.8,8.4,7.7,6.7,8.1
"Chaiduar College, Sonitpur ",Assam,Commerce,"6,000",--,8,8.3,7.3,8.7,8,7.7,8
Chandra Kamal Bezbaruah College ,Assam,Commerce,--,--,--,--,--,--,--,--,--
"Dakshin Kamrup College, Nalbari ",Assam,Commerce,"10,300",--,7,7.8,6.1,7.8,7.4,5.6,7.1
"Darrang College, Tezpur ",Assam,Commerce,"9,100",--,7.8,8.6,6.8,8.4,8.1,6.9,8
"Dhemaji Commerce College, Dhemaji ",Assam,Commerce,--,--,--,--,--,--,--,--,--
"Dhing College, Nagaon ",Assam,Commerce,--,--,--,--,--,--,--,--,--
"Dibru College, Dibrugarh ",Assam,Commerce,--,--,7.6,8.1,7.2,7.9,7.6,7,7.9
"Digboi College, Dibrugarh ",Assam,Commerce,"12,970",--,7.9,8.3,7.4,8.5,7.9,7.2,8.1
"Moti Babu Institute of Technology- [MBIT], Patna ",Bihar,Commerce,--,--,9.5,--,--,--,--,--,--
"Buddha Institute of Technology- [BIT], Gaya ",Bihar,Commerce,--,--,7.4,7.3,7,8,7,7,8
"B.M.D. College, Vaishali ",Bihar,Commerce,--,--,7.6,8.7,8,8.3,6.7,7.3,6.7
Bhuwaneshwari Dayal College ,Bihar,Commerce,--,--,7.2,8.2,6.3,8.4,7.6,5.3,7.1
"Daudnagar College, Aurangabad ",Bihar,Commerce,--,--,5.4,7,2,9,5,2.5,7
"Forbesganj College, Araria ",Bihar,Commerce,--,--,6.8,6.7,6.7,8,7,4.7,7.7
"GDM College, Harnaut ",Bihar,Commerce,"1,038",--,6.7,8,2,7,--,--,--
"H.D. Jain College, Arrah ",Bihar,Commerce,"1,800","2,700",7,8.1,5.7,7.7,6.7,6.4,7.1
"K.B. Jha College, Katihar ",Bihar,Commerce,"1,339",--,7.7,8.8,7,8.8,6.8,6.3,8.3
Kanhai Lal Sahu College ,Bihar,Commerce,--,--,6.7,7,6,7.5,7.6,5.8,6.5
Langat Singh College ,Bihar,Commerce,--,--,7.5,8,7.1,8.1,7.7,6.7,7.4
"M.V. College, Buxar ",Bihar,Commerce,"1,500","3,000",6.5,6.3,4.8,7.9,6.8,5.5,7.7
KK Modi University ,Chhattisgarh,Commerce,"83,500",--,7.5,8.5,6,--,7.5,8,--
"MATS School of Business Studies, Raipur ",Chhattisgarh,Commerce,"75,000","23,000",7.3,8.2,5.4,--,8.1,7.5,--
"Bhilai Mahila Mahavidyalaya, Durg ",Chhattisgarh,Commerce,"15,000","17,000",6.6,6.7,5.3,7.3,7,5.5,7.5
"Christ College, Bastar ",Chhattisgarh,Commerce,--,--,7.7,--,--,9,--,5,9
"D.L.S. P.G. College, Bilaspur ",Chhattisgarh,Commerce,"6,000","11,000",--,--,--,--,--,--,--
"Durga Mahavidyalaya, Raipur ",Chhattisgarh,Commerce,--,--,4.7,5,4,5.3,4.3,3,6.3
"Ghanshyam Singh Arya Kanya Mahavidyalaya, Durg ",Chhattisgarh,Commerce,"4,100",--,--,--,--,--,--,--,--
"Government DB Girl's Post Graduate College, Raipur ",Chhattisgarh,Commerce,"1,730","7,852",3.9,6,--,4,4,2.5,3
"Government Digvijay Autonomous College, Rajnandgaon ",Chhattisgarh,Commerce,--,--,--,--,--,--,--,--,--
"Government Maharishi Valmiki College, Kanker ",Chhattisgarh,Commerce,783,--,--,--,--,--,--,--,--
"Government Ram Bhajan Rai NES College, Jashpur ",Chhattisgarh,Commerce,--,--,--,--,--,--,--,--,--
"Government Shahid Kaushal Yadav College, Balod ",Chhattisgarh,Commerce,--,--,--,--,--,--,--,--,--
Usha Martin University ,Jharkhand,Commerce,"1,06,000","36,000",7.6,8.5,6.5,8.8,6.8,7.9,7.1
"Gossner College, Ranchi ",Jharkhand,Commerce,"28,020",--,7.2,7.8,6.3,8.2,7.6,5.8,7.4
Jagannath Jain College ,Jharkhand,Commerce,568,--,7.6,8.8,6.4,8.8,8.6,4.8,8.4
"Jamshedpur Women's College, Jamshedpur ",Jharkhand,Commerce,"4,150","2,240",7.4,7.8,7.4,7.6,7.3,7.2,6.9
"KB Women's College, Hazaribagh ",Jharkhand,Commerce,"3,180",--,8.5,9,9,8,9,7.5,8.5
Karim City College ,Jharkhand,Commerce,"27,500","3,060",7.4,7.9,6.4,8.4,7.6,6.1,8.1
"PK Roy Memorial College, Dhanbad ",Jharkhand,Commerce,"2,822",960,6.4,7.1,5.4,7.1,6.8,5.2,6.6
"Lal Bahadur Shastri Government Degree College, Shimla ",Himachal pradesh,Commerce,--,--,--,--,--,--,--,--,--
"MP Govt College, Una ",Himachal pradesh,Commerce,"3,125",--,4.5,5,3,7,5,3,4
"Pandit Sant Ram Government College, Kangra ",Himachal pradesh,Commerce,"2,068",--,7.8,9,7,9,7.7,5.3,8.5
"Vallabh Government College, Mandi ",Himachal pradesh,Commerce,"2,340",--,7,8.4,6.7,8.1,6.9,3.8,8
Himachal Pradesh University ,Himachal pradesh,Commerce,"4,580",--,7.2,7.7,6.7,7.7,7.3,6.1,7.7
Swami Vivekanand Government College ,Himachal pradesh,Commerce,"2,434",--,8.1,8.7,8,9.5,8.3,5,9
"Government College, Kangra ",Himachal pradesh,Commerce,"2,850",--,7.2,7.8,6.8,8,7.4,5.5,7.5
"Government Post Graduate College, Chamba ",Himachal pradesh,Commerce,"1,591",--,5.8,7.6,4.8,7.3,7,4,4.3
Government Degree College Pulwama ,Jammu,Commerce,"2,635",--,6.8,6.5,6,8,6.5,6.6,7.4
"Government Degree College For Women, Baramulla ",Jammu,Commerce,"5,970",--,--,--,--,--,--,--,--
"Cluster University of Jammu, Jammu ",Jammu,Commerce,"36,380","35,680",8.5,8,--,--,--,--,--
"Directorate of Distance Education, University Of Kashmir, ",Jammu,Commerce,"4,675",--,--,--,--,--,--,--,--
"University of Ladakh, Ladakh ",Jammu,Commerce,"21,050",--,--,--,--,--,--,--,--
Sri Guru Gobind Singh College ,Chandigarh,Commerce,"24,745","21,970",7.9,8.3,7.5,8.6,7.5,6.8,8.4
"Institute of Distance & Online Learning, Chandigarh ",Chandigarh,Commerce,"20,400","20,400",--,--,--,--,--,--,--
Swami Vivekanand College of Management and Technology ,Chandigarh,Commerce,"32,000",--,8.3,9,8,--,8,8,--
"Bahona College, Jorhat ",Assam,Arts,--,--,8.3,8.7,8,8.7,8.3,8.3,7.7
"St Xavier's College of Education, Patna ",Bihar,Arts,"5,000","5,000",7.8,8,8,8,7,8,8
"Bhola Prasad Singh College, Gopalganj ",Bihar,Arts,--,--,--,--,--,--,--,--,--
"Bindeshwar Singh College , Patna ",Bihar,Arts,--,--,8.4,9.3,8.7,9.7,8.5,7.8,6.3
"D.K. College, Buxar ",Bihar,Arts,--,--,7.7,8.3,7,8.7,8.7,6.7,7
OP Jindal University School Of Engineering ,Chhattisgarh,Arts,"1,00,000",--,6.7,7.1,6.4,7,7.1,6.1,6.6
"Chatra College, Chatra ",Jharkhand,Arts,--,--,5,2,6,6,2,8,6
"AP Goyal Shimla University, Shimla ",Himachal pradesh,Arts,"60,000",--,7.4,7,6.8,7.7,8,7.5,7.3
Deer Park Institute ,Himachal pradesh,Arts,--,--,9.2,9,9,--,--,--,--
"KLB DAV College for Girls, Kangra ",Himachal pradesh,Arts,--,--,--,--,--,--,--,--,--
"Jamia Tul Banat Saifni, Srinagar ",Jammu,Arts,"43,000",--,--,--,--,--,--,--,--
"Baba Farid College of Education, Kathua ",Jammu,Arts,"36,500","31,300",--,--,--,--,--,--,--
Regional Institute of English ,Chandigarh,Arts,"20,267","1,450",8.7,9,9,--,--,--,--
"Pracheen Kala Kendra, Chandigarh ",Chandigarh,Arts,--,--,9.1,9.7,9,9.3,9.3,8.4,8.8
"Institute of Fine Arts, Chandigarh ",Chandigarh,Arts,"62,000","72,000",8,8.3,7.7,8.7,8,6,9
"Dev Samaj College of Education, Chandigarh ",Chandigarh,Arts,--,--,8.9,9,8,9.5,8.5,9,9.5
Swami Vivekanand College of Education ,Chandigarh,Arts,"24,000",--,9.3,--,--,--,--,--,--
"Government College of Arts, Chandigarh ",Chandigarh,Arts,"7,130","9,780",7.7,--,--,7,--,6,--
"Sibsagar Commerce College, Sibsagar ",Assam,Hotel-management,500,--,7.1,7.5,5.5,8,7.5,6.5,7.3
Third Eye College ,Assam,Hotel-management,--,--,7.4,9,4,9,9,6,7.5
AIHM Institute of tourism and hotel management ,Assam,Hotel-management,"30,000",--,--,--,--,--,--,--,--
Furkating College ,Assam,Hotel-management,--,--,--,--,--,--,--,--,--
Institute of Advanced Management ,Assam,Hotel-management,"1,30,000","70,000",--,--,--,--,--,--,--
"Jettwings Group of Institutes, Guwahati ",Assam,Hotel-management,"1,01,000","1,76,000",--,--,--,--,--,--,--
"CEC, Guwahati ",Assam,Hotel-management,"15,000",--,--,--,--,--,--,--,--
"Admerit College, Patna ",Bihar,Hotel-management,"21,000",--,7.7,9,5.7,9.3,7.3,8.3,6.3
"Patliputra University, Patna ",Bihar,Hotel-management,--,--,7.7,7.8,7.4,8.3,7.7,7,7.7
"K.K. University, Nalanda ",Bihar,Hotel-management,--,--,8.6,7,--,--,--,--,--
"Dr. Zakir Husain Institute, Patna ",Bihar,Hotel-management,"41,500",--,--,--,--,--,--,--,--
"Patna Institute of Nursing and Paramedical Science, ",Bihar,Hotel-management,--,--,--,--,--,--,--,--,--
"Korba Computer College, Korba ",Chhattisgarh,Hotel-management,--,--,--,--,--,--,--,--,--
"Bilaspur University- [BU], Bilaspur ",Chhattisgarh,Hotel-management,"33,410",--,6.9,7.5,5.6,7.7,6.8,6.5,7.5
"NIPS School of Hotel Management, Ranchi ",Jharkhand,Hotel-management,--,--,--,--,--,--,--,--,--
Institute of Hotel Management Catering and Nutrition ,Himachal pradesh,Hotel-management,"36,650","1,06,900",8.2,8.4,7.6,8.7,8.3,8.5,7.9
College of Basic Sciences ,Himachal pradesh,Hotel-management,"53,676",--,--,--,--,--,--,--,--
Himachal Pradesh Technical University ,Himachal pradesh,Hotel-management,--,--,8.2,8.3,7.5,8.5,8.4,8.1,8.4
"SHEDS College of Hospitality Management, Solan ",Himachal pradesh,Hotel-management,--,--,--,--,--,--,--,--,--
"KC Group of Institutions, Una ",Himachal pradesh,Hotel-management,--,--,--,--,--,--,--,--,--
"Birjhora Kanya Mahavidyalaya, Bongaigaon ",Assam,Agriculture,--,--,--,--,--,--,--,--,--
"Madhab Choudhury College, Barpeta ",Assam,Agriculture,"1,500",--,9.2,9.5,9,9.5,9,9,9
Tyagbir Hem Baruah College ,Assam,Agriculture,--,--,--,--,--,--,--,--,--
Krishna Kanta Handiqui State Open University ,Assam,Agriculture,"4,535",--,7.6,8.2,7.2,8.6,7.4,6.8,7.6
"Cotton University, Guwahati ",Assam,Agriculture,"7,450","35,220",7.7,8.4,7.1,8.3,7.6,6.1,8.5
"Pub Kamrup College, Kamrup ",Assam,Agriculture,--,--,7.4,8,6.3,8.2,8.5,5.4,8
"North Lakhimpur College, Lakhimpur ",Assam,Agriculture,--,--,7,7.7,6.5,7.3,7.6,5.4,7.4
"Bihar Veterinary College, Patna ",Bihar,Agriculture,--,--,7,8,9,8,7,5,5
National Research Centre for Litchi ,Bihar,Agriculture,--,--,--,--,--,--,--,--,--
BR Ambedkar Bihar University ,Bihar,Agriculture,--,--,7.7,7.9,7.5,8.1,7.6,7.2,8.1
"College of Basic Sciences & Humanities, Pusa ",Bihar,Agriculture,--,--,8.1,8.4,8.1,9,8.1,6.3,8.4
"Purnea University, Purnahiya ",Bihar,Agriculture,--,--,--,--,--,--,--,--,--
